id	label	super property	inverse property	definition	definition source URI	domain	range	example of usage	editor note	obsoleted	obsolescence reason	term replaced by	contributor URI	link(s) to issue(s)	type
ID	AL rdfs:label@en	SP %	IP %	AL IAO:0000115@en	>AI dc11:source	DOMAIN	RANGE	AL IAO:0000112@en	AL IAO:0000116@en SPLIT=|	AI IAO:0000231	AT owl:deprecated^^xsd:boolean	AI IAO:0100001	AI dc11:contributor SPLIT=|	AI rdfs:seeAlso SPLIT=|	TYPE
